,Review,Rating
148,"M1 changes the game, my last MacBook Air bought in 2014 worked till oct 20. Hoping this one lasts another 4 years",5
149,Best thing money can buy... If you have money to invest and if its on a windows laptop then do try Mac book air and then make up your mind,5
150,Best Mac book ever don’t be think! Only grab 🥰🥰 thank you flipkart for fast delivery 🚚✅,5
151,Nice product if you have more definitely go for it,5
152,Nice product .,5
153,Just awesome,5
154,Satisfied 🥰👍,5
155,Happy Hu,5
156,Perfect 💯👍,5
157,"M1 is fast. Delivery on time.
Great product overall + Value for Money",4
158,"Absolutely fabulous performance..
Ram is 8gb however performance is superb...💕",4
159,An amazing product by apple. The machine is superfast and can handle anything you throw at it. Thanks for quick delivery flipkart.,5
160,Good,4
161,Apple original product at the unbelievable price..Worth to buy from big billion sale !,5
162,"Not much to review ,You all know
Everything is as given, but i am yet to see the battery last more than 10 hours.",5
163,Best laptop for collage students,5
164,"The Product is great, but all the unboxing I have seen every laptop has an extra box protection. But I didn't receive it. So the original mac box had some dents. For now the product seems great. Hoping for the best.",4
165,"My first MacBook, after a lot of research views & opinions I bought MBA M1. It's been a week since I bought, as I'm new to Mac Os my next review will be more elaborative.
As of now, the battery pack up is good, no heat after watching 4K Video for 2hrs. Sleek design.",5
166,"No doubt !! Excellent product. The only draw back with Apple is the pricing, which is a bit difficult for everyone to afford it ..
But otherwise , a must go product !",5
167,Just Amazing.,5
168,"nothing much to say really, so I'll go on with the obvious that you all definitely need to buy this one...I have experienced no hiccups whatsoever...happy with the delivery as well....a big thumbs up from my end....",5
169,"👍🏻Value for money.
👍🏻Great battery,
👍🏻Great display,
👍🏻Great design,
👍🏻Great user experience,
👍🏻Great sound,
------------------------------
👎🏻Average camera in low light
👎🏻Cannot upgrade RAM or SSD after purchase
👎🏻High price to be paid to upgrade RAM or Disk space before purchase only",5
170,"First macbook of life and I am having the best experience yet.
Excellent delivery by flipkart.",5
171,"Switching from a windows laptop to a MacBook was a hard and sort of confusing decision for me as i was not really aware about mac 💻 but i did and I’m happy with my decision. It’s super smooth, neat, optimized, and easy to use. It’s value for money 😍",5
172,Waste of money 5/5.,1
173,The best deal I have received from Flipkart. Thanks,5
174,Great beast of computing,5
175,I purchased this for light weight development and browsing but while working it was able to take load of multiple emulators and was cool without the fan. Battery was awesome with multi app emulators running with compilations going on. I was easily able to get 10hr from this every time.,4
176,Worth to money...,5
177,Excellent Experience,5
178,Very nice,5
179,Best performance.i prefer to buy.?,5
180,My battery died within 60 days of purchase...DONT BUY FROM FLIPKART,1
181,"Probably my best purchase till date. Will never regret spending my money on this macbook.

A high performance laptop would anyways cost around 70k, I feel spending a few bucks extra for this thing is totally worth it. Total value for money.

Screen, Sound, Build quality, Battery life is above another level.",5
182,"Little havey work while doing python programming, system will start not responding. Much ado about nothing!!!",1
183,Camera quality is very very poor not look like that it is apple product waste of money,1
184,Overhearing when put for charging and smell like something burning in keyboard.,2
185,My First laptop which is the fastest laptop under 100K... A dream fulfilled on 12th May. Thank you Flipkart 🥰🥰🥰😊😊😊,5
186,One word “Excellence” . No one gets disappointed with these premium products,5
